page_id,route,page_title,surface_kind,roles,templates,source_contract_status,visual_review,keyboard_and_screen_reader,responsive_and_zoom,workflow_validation,reviewer,findings,signoff
UI-PAGE-C972E7F6A2,/ia/lending-evidence/teachers/<str:beneficiary_id>/,Ia Lending Teacher,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B6E55E8FF2,/ia/lending-evidence/teachers/<str:beneficiary_id>/verify,Ia Lending Teacher Verify,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6F8D8BA07F,/ia/lending-evidence/use/<str:allocation_id>/,Ia Lending Use,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9F539671D2,/ia/lending-evidence/use/<str:allocation_id>/verify,Ia Lending Use Verify,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8C41E94385,/ia/notifications/,Verification Notifications · Edify,page,ADMIN; IA,pages/ia/notifications.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BAE9F806E9,/ia/partner-evidence/,Partner Evidence · Edify,page,ADMIN; IA,pages/ia/partner_evidence_queue.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B8A4E5AB5D,/ia/partner-evidence/<str:activity_id>/,Review · · Edify,page,ADMIN; IA,pages/ia/partner_review.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-15164DA203,/ia/partner-evidence/<str:activity_id>/complete-action,Ia Partner Complete Action,action,ADMIN; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-83C9AD1BBB,/ia/partner-evidence/<str:activity_id>/complete-drawer,Ia Partner Complete Drawer,drawer,ADMIN; IA,partials/ia/partner_complete_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-16878A51E5,/ia/partner-evidence/<str:activity_id>/return-action,Ia Partner Return Action,action,ADMIN; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A62065CC3E,/ia/partner-evidence/<str:activity_id>/return-drawer,Ia Partner Return Drawer,drawer,ADMIN; IA,partials/ia/partner_return_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0163A867E0,/ia/returned/,Returned Activities · Edify,page,ADMIN; IA,pages/ia/returned_activities.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1BE041489D,/ia/samples/,Sample Checks · Edify,page,ADMIN; CD; IA,pages/ia/verification_samples.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B7F73A8689,/ia/samples/<str:sample_id>/field-check,Ia Sample Field Check,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7296E71278,/ia/samples/<str:sample_id>/outcome,Ia Sample Outcome,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5A03C9BDB6,/ia/samples/<str:sample_id>/resolve,Ia Sample Resolve,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E7FA5C31DB,/ia/samples/draw,Ia Sample Draw,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E02D9364E8,/ia/school-evidence/,School Evidence · Edify,page,ADMIN; CD; IA,pages/ia/school_evidence.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-287A7E5814,/ia/school-evidence/<str:kind>/<str:record_id>/,Ia School Evidence Record,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-25197CBE23,/ia/school-evidence/<str:kind>/<str:record_id>/correct,Ia School Evidence Correct,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1170C5FCBB,/ia/school-evidence/<str:kind>/<str:record_id>/decide,Ia School Evidence Decide,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B06584D752,/ia/school-evidence/<str:kind>/new,Ia School Evidence New,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6AB218D915,/ia/school-evidence/<str:kind>/save,Ia School Evidence Create,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C0C2F88AD3,/ia/school-evidence/edtech/<str:deployment_id>/check,Ia School Evidence Check Drawer,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DEF87681CA,/ia/school-evidence/edtech/<str:deployment_id>/check/save,Ia School Evidence Check Create,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-22DA3CC970,/ia/school-evidence/learning/template.csv,Ia School Evidence Learning Template,export,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-169D9A9D51,/ia/school-evidence/learning/upload,Ia School Evidence Learning Upload,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6116946394,/ia/stories/,Most Significant Change · Edify,page,ADMIN; CD; IA,pages/ia/stories.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-99FC599EB9,/ia/stories/<str:story_id>/,Ia Story Drawer,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4336351244,/ia/stories/<str:story_id>/decide,Ia Story Decide,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A05C99B6EA,/ia/verification/,Verification Queue,partial,ADMIN; CD; IA,pages/ia/partials/queue_table.html; pages/ia/verification_queue.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-107DE82212,/ia/verification/<str:activity_id>/,IA Review Workspace - Edify,page,ADMIN; CD; IA,pages/ia/review_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-374CDD4882,/ia/verification/<str:activity_id>/return,Ia Return Action,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ECFA021F35,/ia/verification/<str:activity_id>/verify,Ia Verify Action,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BD451D2966,/impact,Impact Analytics,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL; RVP,pages/analytics/workspace.html; partials/analytics/impact_workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3BE8D7DEFA,/impact-briefs/<str:release_id>/,Impact brief · · Edify,page,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL,pages/ia/impact_reports_brief.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-92D9B3910D,/impact-briefs/<str:release_id>/shared,Impact Brief Shared,action,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A353C7125C,/leave-requests,Leave Requests,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7B2C917E1A,/leave/<str:leave_id>/attachment,Leave Attachment,export,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ACA849CE31,/leave/approvals,Leave Approvals Cockpit,page,ADMIN; CD; HR; PL; RVP,pages/leave/leave_approvals.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DD2CC2E8BC,/leave/approvals/,Leave Approvals Cockpit,page,ADMIN; CD; HR; PL; RVP,pages/leave/leave_approvals.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6536EA8CDB,/leave/approvals/<str:leave_id>/approve,Leave Approve Action,action,ADMIN; CD; HR; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7A1B26BB75,/leave/approvals/<str:leave_id>/escalate,Leave Escalate Action,action,ADMIN; CD; HR; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-68B50C60BF,/leave/approvals/<str:leave_id>/impact,Leave Impact Partial,partial,ADMIN; CD; HR; PL; RVP,partials/leave/impact_panel.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B96B2758DD,/leave/approvals/<str:leave_id>/impact/,Leave Impact Partial,partial,ADMIN; CD; HR; PL; RVP,partials/leave/impact_panel.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1E6B2566F7,/leave/approvals/<str:leave_id>/reassign,Leave Reassign Coverage Action,action,ADMIN; CD; HR; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DCAEC2D4CE,/leave/approvals/<str:leave_id>/reject,Leave Reject Action,action,ADMIN; CD; HR; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-30B89EE086,/leave/approvals/<str:leave_id>/return,Leave Return Action,action,ADMIN; CD; HR; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B1CD41EF26,/leave/calendar,Team Availability Calendar,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/leave/leave_calendar.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6F0C87A4DD,/leave/calendar/,Team Availability Calendar,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/leave/leave_calendar.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E2880A64B1,/leave/calendar/activities,Leave Calendar Activities,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/leave/calendar_activity_panel.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0907D00B52,/leave/coverage,Delegated Coverage Access,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; RVP,pages/leave/leave_coverage.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B757CD365D,/leave/coverage/,Delegated Coverage Access,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; RVP,pages/leave/leave_coverage.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5859F848B2,/leave/coverage/<str:assignment_id>/revoke,Revoke Coverage Action,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D802845898,/leave/coverage/<str:leave_id>/accept,Leave Coverage Accept Action,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7E7EAD906E,/leave/coverage/<str:leave_id>/decline,Leave Coverage Decline Action,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F50FCBD448,/leave/policies,HR Leave & Policy Settings,page,ADMIN; HR,pages/leave/leave_policies.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8FB8756CBF,/leave/policies/,HR Leave & Policy Settings,page,ADMIN; HR,pages/leave/leave_policies.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F7D5BFCB11,/leave/team-availability,Team Availability Heatmap,page,ADMIN; CD; HR; PL; RVP,pages/leave/team_availability.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A4895DE049,/leave/team-availability/,Team Availability Heatmap,page,ADMIN; CD; HR; PL; RVP,pages/leave/team_availability.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EC3CE390B7,/leave/tracker,Team Leave & Coverage Tracker,page,ADMIN; CD; HR; PL; RVP,pages/leave/leave_tracker.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E46A16222A,/leave/tracker/,Team Leave & Coverage Tracker,page,ADMIN; CD; HR; PL; RVP,pages/leave/leave_tracker.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C173B02ED1,/loan-applications/<str:application_id>/follow-up,Loan Application Follow Up,action,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-85BE1B44E4,/loan-applications/apply,School loan application,page,,pages/business_transformation/loan_application_public.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-256886A981,/loan-applications/export.csv,Loan Application Export,export,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BAE614463F,/loans,Loans,page,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,pages/business_transformation/loans.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-63286BCEAE,/loans/<str:loan_id>/drawer,Loan Drawer,drawer,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,partials/business_transformation/loan_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DB5A607B85,/loans/<str:loan_id>/ia-validation,Loan Ia Validation,action,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6876080963,/loans/<str:loan_id>/repayment-snapshots,Loan Repayment Snapshot,action,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D029D55C06,/loans/<str:loan_id>/salesforce-confirmation,Loan Salesforce Confirmation,action,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AD3766E5D5,/loans/<str:loan_id>/salesforce-return,Loan Salesforce Return,action,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-11DB467249,/loans/export.csv,Loan Export,export,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DEE6379D64,/loans/export.xlsx,Loan Excel Export,export,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5144CCA312,/loans/repayment-snapshots,Loan Repayment Snapshot Save,action,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9D676C663F,/loans/save,Loan Save,action,BUSINESS_TRANSFORMATION; CCEO; CD; IA; MFI_ADMIN; MFI_OFFICER; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D1857EF285,/login,Sign in,page,,pages/auth/login.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AE7E3050B4,/login/verify,Open your authenticator app,page,,pages/auth/mfa_verify.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4526582CB6,/map,School Map · Edify,page,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL,pages/map/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B83F484DF3,/messages,Messages,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/inbox_update.html; pages/messages/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3B4661EEDB,/messages/,Messages,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/inbox_update.html; pages/messages/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D44BED6BF4,/messages/<str:message_id>,Message Detail,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-074834715C,/messages/attachments/<str:attachment_id>,Message Attachment Download,export,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-74CD8AC0AA,/messages/drawer,Messages Drawer,drawer,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/message_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F2306BAC8B,/messages/new,New Message,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/messages/new.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-22EAF00F72,/messages/new/,New Message,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/messages/new.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C3AD2804A6,/messages/new/records,Message Compose Records,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/context_records.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-68F49E9B79,/messages/new/suggestions,Message Compose Suggestions,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/recipient_suggestions.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8AA7AF3914,/messages/new/summary,Message Compose Summary,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/context_summary.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-01B1335022,/messages/thread/<str:thread_id>,Message Thread,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/conversation.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F7E8414712,/messages/thread/<str:thread_id>/archive,Message Thread Archive,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F155B4F7CE,/messages/thread/<str:thread_id>/reply,Message Thread Reply,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/messages/conversation.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-70F6DE8C6B,/messages/thread/<str:thread_id>/star,Message Thread Star,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F513132000,/mfi-portal,MFI Partner Portal,page,MFI_ADMIN; MFI_OFFICER,pages/business_transformation/mfi_portal.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2A8C6B46DF,/mfi-portal/<str:section>,MFI Partner Portal,page,MFI_ADMIN; MFI_OFFICER,pages/business_transformation/mfi_portal.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1339F0B471,/my-coaching,· Edify,page,ADMIN; CCEO,pages/cce_leadership/workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FB3D019B64,/my-coaching/<str:record_id>,My Coaching Drawer,drawer,ADMIN; CCEO,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6841539442,/my-coaching/<str:record_id>/acknowledge,My Coaching Acknowledge,action,ADMIN; CCEO,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-00C9E3437D,/my-performance,Priorities · Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,pages/hr/my_performance.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3F93C61FF3,/my-performance/development,Priorities · Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,pages/hr/my_performance.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-394F17A694,/my-performance/documents,Priorities · Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,pages/hr/my_performance.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-130CC03295,/my-performance/values,Priorities · Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,pages/hr/my_performance.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-81D22F3012,/my-plan,My Plan,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,pages/partner/my_plan.html; partials/my_plan/workspace.html; pages/my_plan/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1028B8B6D6,/my-plan/<str:activity_id>,Activity Details,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,partials/my_plan/activity_detail_drawer.html; pages/my_plan/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3093D469A8,/my-plan/<str:activity_id>/accountability,Accountability Action,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,partials/my_plan/accountability_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ACF62FD525,/my-plan/<str:activity_id>/cancel,Cancel Activity,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3DDC006A6E,/my-plan/<str:activity_id>/cancel-drawer,Cancel Activity Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,partials/my_plan/cancel_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D80C668599,/my-plan/<str:activity_id>/complete,Complete Activity,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PARTNER; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
